file_name,site_name,sensor_X,sensor_Y,lon_X,lat_X,lon_Y,lat_Y,dist,dist_limit,dateTime_X,dateTime_Y,diff_time,diff_time_limit,n,Slope,Slope_log,Slope_II_low,Slope_II,Slope_II_high,Slope_II_int_low,Slope_II_int,Slope_II_int_high,Slope_II_p,Slope_II_slope_bias_sig,Slope_II_int_bias_sig,RMSE,MSA,MAPE,MRD_25,MRD_50,MRD_75,MARD_25,MARD_50,MARD_75,Bias_25,Bias_50,Bias_75,Error_25,Error_50,Error_75
AQUA_20240912T134001_vs_HYPERNETS_20240912T134500_RHOW_C.csv,MAFR,Hyp,AQUA,-1.040456,45.547661999999995,-1.0037909999999997,45.539986,2.98,3,2024-09-12T11:45:00Z,2024-09-12T11:40:01Z,5,15,8,0.9763,1.2049,0.8807,0.9822,1.0953,-0.00873,-0.004878,-0.001423,NA,FALSE,TRUE,0.005694,0.005484,18.5359,-0.198054,-0.164932,-0.121937,0.121937,0.164932,0.198054,-24.7374,-19.7617,-13.8871,13.8871,19.7617,24.7374
AQUA_20250123T133000_vs_HYPERNETS_20250123T131500_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.6845310000000007,43.418670999999996,2.44,3,2025-01-23T12:15:00Z,2025-01-23T12:30:00Z,15,30,4,0.7982,1.2733,0.2522,1.1956,5.6683,-0.025311,-0.003088,0.0016,NA,FALSE,FALSE,0.002564,0.002116,45.8575,-0.650488,-0.426871,-0.234959,0.234959,0.426871,0.650488,-201.1385,-82.5106,-30.8942,30.8942,82.5106,201.1385
AQUA_20250123T133000_vs_HYPERNETS_20250123T133000_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.6845310000000007,43.418670999999996,2.44,3,2025-01-23T12:30:00Z,2025-01-23T12:30:00Z,0,30,4,0.8402,1.4102,0.2656,1.2608,5.9853,-0.02747,-0.003535,0.001507,NA,FALSE,FALSE,0.002638,0.002214,47.163,-0.680337,-0.448736,-0.240029,0.240029,0.448736,0.680337,-225.9236,-92.6129,-31.7637,31.7637,92.6129,225.9236
AQUA_20250123T133000_vs_HYPERNETS_20250123T134500_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.6845310000000007,43.418670999999996,2.44,3,2025-01-23T12:45:00Z,2025-01-23T12:30:00Z,15,30,4,0.8077,1.1328,0.254,1.1867,5.5444,-0.022592,-0.002594,0.001687,NA,FALSE,FALSE,0.002245,0.001737,40.8693,-0.581586,-0.359198,-0.186305,0.186305,0.359198,0.581586,-155.2728,-60.4428,-23.0513,23.0513,60.4428,155.2728
AQUA_20250123T133000_vs_HYPERNETS_20250123T140000_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.6845310000000007,43.418670999999996,2.44,3,2025-01-23T13:00:00Z,2025-01-23T12:30:00Z,30,30,4,0.8299,1.0894,0.2605,1.209,5.6102,-0.021697,-0.002438,0.001713,NA,FALSE,FALSE,0.002072,0.001523,37.727,-0.54394,-0.320195,-0.153524,0.153524,0.320195,0.54394,-135.5352,-50.3683,-18.2945,18.2945,50.3683,135.5352
AQUA_20250131T135000_vs_HYPERNETS_20250131T133000_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.691357,43.4286,2.31,3,2025-01-31T12:30:00Z,2025-01-31T12:50:00Z,20,30,8,0.7766,1.3096,0.551,0.9868,1.7671,-0.005018,-0.001693,1.64e-4,NA,FALSE,FALSE,0.00219,0.001749,46.3852,-0.709274,-0.559473,-0.162069,0.162069,0.559473,0.709274,-243.9961,-127.8798,-19.3606,19.3606,127.8798,243.9961
AQUA_20250131T135000_vs_HYPERNETS_20250131T134500_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.691357,43.4286,2.31,3,2025-01-31T12:45:00Z,2025-01-31T12:50:00Z,5,30,8,0.7678,1.3509,0.5444,0.9713,1.7331,-0.005057,-0.00173,1.34e-4,NA,FALSE,FALSE,0.002276,0.001855,47.8006,-0.715387,-0.581629,-0.161905,0.161905,0.581629,0.715387,-251.3645,-139.4099,-19.3183,19.3183,139.4099,251.3645
AQUA_20250131T135000_vs_HYPERNETS_20250131T140000_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.691357,43.4286,2.31,3,2025-01-31T13:00:00Z,2025-01-31T12:50:00Z,10,30,8,0.8159,1.2585,0.5775,1.0133,1.7779,-0.004347,-0.001398,2.84e-4,NA,FALSE,FALSE,0.001833,0.001407,42.2307,-0.667456,-0.522595,-0.081698,0.101453,0.522595,0.667456,-200.7295,-110.2409,-8.9096,10.3669,110.2409,200.7295
AQUA_20250205T135001_vs_HYPERNETS_20250205T133000_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.6807930000000004,43.429866999999994,1.45,3,2025-02-05T12:30:00Z,2025-02-05T12:50:01Z,20,30,2,15.3473,24.0373,NA,15.3473,NA,NA,-0.083969,NA,NA,NA,NA,0.00214,0.002009,35.2812,-0.418919,-0.352812,-0.286705,0.286705,0.352812,0.418919,-75.0735,-57.8435,-42.3091,42.3091,57.8435,75.0735
AQUA_20250205T135001_vs_HYPERNETS_20250205T134500_RHOW_R.csv,THFR,Hyp,AQUA,3.6641600000000003,43.43485999999999,3.6807930000000004,43.429866999999994,1.45,3,2025-02-05T12:45:00Z,2025-02-05T12:50:01Z,5,30,2,11.5772,17.9009,NA,11.5772,NA,NA,-0.061589,NA,NA,NA,NA,0.002066,0.001936,34.4844,-0.410796,-0.344844,-0.278891,0.278891,0.344844,0.410796,-72.5698,-55.8262,-40.7071,40.7071,55.8262,72.5698
